Ranking,Title,IMDB,Rating,Year
64,Hansel and Gretel: Witch Hunters,6.1,R,2013
64,McFarland USA,7.5,PG,2015
64,Barbershop 3 The Next Cut,5.9,PG-13,2016
64,xXx: Return of Xander Cage,5.3,PG-13,2017
64,Breaking In,5.2,PG-13,2018
64,Uri: The Surgical Strike,9.0,,2019
65,Wall Street: Money Never Sleeps,6.4,PG-13,2010
65,I Am Number Four,6.3,PG-13,2011
65,The Boxtrolls,7.0,PG,2014
65,The Gift,7.3,R,2015
65,13 Hours: The Secret Soldiers of Benghazi,7.4,R,2016
65,47 Meters Down,5.8,PG-13,2017
65,12 Strong,7.0,R,2018
65,Replicas,5.4,PG-13,2019
66,The Possession,5.8,R,2012
66,Red 2,6.7,PG-13,2013
66,Book of Life,7.4,PG,2014
66,Everest,7.1,PG-13,2015
66,Kubo and the Two Strings,8.1,PG,2016
66,Den of Thieves,7.2,R,2018
66,The Beach Bum,6.2,,2019
67,Hot Tub Time Machine,6.7,R,2010
67,Madeas Big Happy Family,2.7,PG-13,2011
67,Diary of a Wimpy Kid: Dog Days,6.1,PG,2012
67,About Last Night,6.1,R,2014
67,The Night Before,6.6,R,2015
67,The Huntsman Winter's War,6.1,PG-13,2016
67,Ghost in the Shell,6.5,PG-13,2017
67,First Man,7.6,PG-13,2018
67,Everybody Knows,7.0,,2019
68,Temptation: Confessions of a Marriage Counselor,3.8,PG-13,2013
68,Max,6.9,PG,2015
68,Manchester by the Sea,8.0,R,2016
68,Valerian and the City of a Thousand Planets,6.7,PG-13,2017
68,Hereditary,7.4,R,2018
68,Arctic,7.3,,2019
69,Killers,4.8,PG-13,2010
69,Footloose,5.5,PG-13,2011
69,Savages,6.6,R,2012
69,The Judge,7.5,R,2014
69,Krampus,6.4,PG-13,2015
69,The Big Sick,7.9,R,2017
69,Tyler Perry's Acrimony,5.5,R,2018
69,The Biggest Little Farm,8.2,,2019
70,Saw 3D,5.6,R,2010
70,The Best Exotic Marigold Hotel,7.3,PG-13,2012
70,Pain & Gain,6.6,R,2013
70,Jersey Boys,7.3,R,2014
70,The Age of Adaline,7.3,PG-13,2015
70,How to Be Single,6.1,R,2016
70,King Arthur: Legend of the Sword,7.0,PG-13,2017
70,Sherlock Gnomes,4.7,PG,2018
70,The Aftermath,6.3,,2019
71,Arthur Christmas,7.0,PG,2011
71,Brooklyn,7.5,PG-13,2015
71,Mike and Dave Need Wedding Dates,6.1,R,2016
71,Jigsaw,6.1,R,2017
71,Uncle Drew,5.7,PG-13,2018
71,The Kid,6.4,,2019
72,The Lovely Bones,6.6,PG-13,2010
72,Here Comes the Boom,6.4,R,2012
72,The Internship,6.2,PG-13,2013
72,The Giver,6.6,PG-13,2014
72,The Longest Ride,7.2,PG-13,2015
72,War Dogs,7.2,R,2016
72,American Assassin,6.7,R,2017
72,Widows,7.4,R,2018
72,Red Joan,6.3,,2019
73,Cats & Dogs: The Revenge of Kitty Galore,3.1,PG,2010
73,The Artist,8.2,PG-13,2011
73,Instructions Not Included,7.4,PG-13,2013
73,St. Vincent,7.3,PG-13,2014
73,Almost Christmas,6.0,PG-13,2016
73,The Foreigner,7.2,R,2017
73,"Love, Simon",8.1,PG-13,2018
74,The Three Stooges,5.2,PG-13,2012
74,Pan,5.9,PG,2015
74,Money Monster,6.6,R,2016
74,"Everything, Everything",6.3,PG-13,2017
74,Truth or Dare,5.1,PG-13,2018
75,Gulliver's Travels,4.8,PG,2010
75,Final Destination 5,6.1,R,2011
75,Resident Evil: Retribution,5.3,R,2012
75,Riddick,6.5,R,2013
75,John Wick,7.2,R,2014
75,Concussion,7.1,PG-13,2015
75,Allied,7.1,R,2016
75,Wind River,8.0,R,2017
75,Paddington 2,8.2,PG,2018
76,The Cabin in the Woods,7.3,R,2012
76,Hot Pursuit,5.0,PG-13,2015
76,Nerve,6.7,PG-13,2016
76,Geostorm,5.5,PG-13,2017
76,Second Act,6.0,,2018
77,Step Up 3D,5.3,PG-13,2010
77,Something Borrowed,5.5,PG-13,2011
77,What to Expect When You're Expecting,5.4,PG-13,2012
77,47 Ronin,6.4,PG-13,2013
77,Dolphin Tale 2,6.5,PG,2014
77,The DUFF,6.6,PG-13,2015
77,Risen,6.3,PG-13,2016
77,Monster Trucks,5.6,PG,2017
77,The Commuter,6.5,PG-13,2018
78,The Last Exorcism,5.8,PG-13,2010
78,Spy Kids 4: All the Time in the World,3.1,PG,2011
78,Philomena,7.7,PG-13,2013
78,Woman in Gold,7.4,PG-13,2015
78,The Nice Guys,7.5,R,2016
78,The 15:17 to Paris,5.1,PG-13,2018
79,"Big Mommas: Like Father, Like Son",3.5,PG-13,2011
79,Rock of Ages,6.0,PG-13,2012
79,Million Dollar Arm,7.4,PG,2014
79,The Second Best Exotic Marigold Hotel,6.6,PG,2015
79,The Boy,6.0,PG-13,2016
79,How to Be a Latin Lover,5.7,PG-13,2017
79,Mile 22,6.1,R,2018
80,Crazy Heart,7.4,R,2010
80,Walking with Dinosaurs 3D,5.1,PG,2013
80,The Expendables 3,6.2,PG-13,2014
80,Entourage,6.8,R,2015
80,Dirty Grandpa,6.0,R,2016
80,Patriots Day,7.4,R,2017
80,Alpha,7.0,PG-13,2018
81,In Time,6.5,PG-13,2011
81,Lawless,7.4,R,2012
81,Paper Towns,6.5,PG-13,2015
81,The 5th Wave,5.2,PG-13,2016
81,Kidnap,6.0,R,2017
82,The Crazies,6.7,R,2010
82,Paul,7.1,R,2011
82,Texas Chainsaw 3D,4.8,R,2013
82,Earth to Echo,5.8,PG,2014
82,Chappie,7.0,R,2015
82,Ouija 2: Origin of Evil,6.2,PG-13,2016
82,Underworld Blood Wars,5.9,R,2017
82,The Favourite,7.9,,2018
83,For Colored Girls,4.4,R,2010
83,J. Edgar,6.9,R,2011
83,That's My Boy,5.5,R,2012
83,R.I.P.D.,5.5,PG-13,2013
83,Wild,7.2,R,2014
83,Unfriended,5.6,R,2015
83,Inferno,6.2,PG-13,2016
83,The Mountain Between Us,6.2,PG-13,2017
83,Death Wish,6.5,R,2018
84,Trouble with the Curve,6.7,PG-13,2012
84,Blue Jasmine,7.7,PG-13,2013
84,August: Osage County,7.4,R,2014
84,Crimson Peak,6.7,R,2015
84,Mother's Day,5.5,PG-13,2016
84,Life,6.7,R,2017
84,The Spy Who Dumped Me,6.4,R,2018
85,Vampires Suck,3.3,PG-13,2010
85,Jumping the Broom,4.5,PG-13,2011
85,Kevin Hart: Let Me Explain,6.2,R,2013
85,The Theory of Everything,7.8,PG-13,2014
85,A Walk in the Woods,6.3,R,2015
85,Gods of Egypt,5.6,PG-13,2016
85,Logan Lucky,7.3,PG-13,2017
86,The American,6.6,R,2010
86,Step Up Revolution,6.2,PG-13,2012
86,Point Break,5.3,PG-13,2015
86,Collateral Beauty,6.7,PG-13,2016
86,Rings,4.5,PG-13,2017
86,Isle of Dogs,8.0,PG-13,2018
87,Green Zone,7.1,R,2010
87,The Change-Up,6.5,R,2011
87,Good Deeds,4.2,PG-13,2012
87,Scary Movie 5,3.4,PG-13,2013
87,The Gambler,6.1,R,2014
87,Sinister 2,5.3,R,2015
87,"Hail, Caesar!",6.4,PG-13,2016
87,Home Again,5.7,PG-13,2017
87,Nobody's Fool,4.3,,2018
88,The Mortal Instruments: City of Bones,6.0,PG-13,2013
88,Paranormal Activity The Marked Ones,5.1,R,2014
88,The Last Witch Hunter,6.0,PG-13,2015
88,When the Bough Breaks,4.4,PG-13,2016
88,Resident Evil: The Final Chapter,5.6,R,2017
88,Adrift,6.6,PG-13,2018
89,Devil,6.5,PG-13,2010
89,Sucker Punch,6.3,PG-13,2011
89,2016: Obama's America,5.0,PG,2012
89,Nightcrawler,8.0,R,2014
89,No Escape,6.8,R,2015
89,Zoolander 2,4.8,PG-13,2016
89,The Nut Job 2: Nutty by Nature,4.6,PG,2017
89,Robin Hood,5.3,PG-13,2018
90,Hereafter,6.8,PG-13,2010
90,Larry Crowne,6.0,PG-13,2011
90,Extremely Loud and Incredibly Close,6.8,PG-13,2012
90,Grudge Match,6.6,PG-13,2013
90,Chef,7.4,R,2014
90,Ricki and the Flash,6.1,PG-13,2015
90,The Finest Hours,6.8,PG-13,2016
90,The House,5.5,R,2017
90,Super Troopers 2,6.2,R,2018
91,One Direction: This Is Us,3.5,PG,2013
91,The Woman in Black 2: Angel of Death,5.0,PG-13,2015
91,Florence Foster Jenkins,7.1,PG-13,2016
91,All the Money in the World,7.2,R,2017
91,Holmes and Watson,3.4,,2018
92,Love and Other Drugs,6.6,R,2010
92,A Very Harold & Kumar 3D Christmas,6.5,R,2011
92,The Pirates! Band of Misfits,6.8,PG,2012
92,Deliver Us from Evil,6.4,R,2014
92,Run All Night,6.6,R,2015
92,Hell or High Water,7.8,R,2016
92,Gifted,7.7,PG-13,2017
92,Slender Man,3.0,PG-13,2018
93,She's Out of My League,6.6,R,2010
93,50/50,7.9,PG-13,2011
93,Joyful Noise,4.9,PG-13,2012
93,Dallas Buyers Club,8.0,R,2013
93,Get on Up,7.1,PG-13,2014
93,Love the Coopers,5.7,PG-13,2015
93,The Forest,4.8,PG-13,2016
93,Downsizing,5.9,R,2017
93,"I, Tonya",7.7,R,2018
94,Scott Pilgrim vs. the World,7.7,PG-13,2010
94,Courageous,6.5,PG-13,2011
94,The Iron Lady,6.4,PG-13,2012
94,Rush,8.3,R,2013
94,When the Game Stands Tall,7.0,PG,2014
94,The Lazarus Effect,5.2,PG-13,2015
94,Ben-Hur,5.7,PG-13,2016
94,The Bye Bye Man,4.2,PG-13,2017
94,Hostiles,7.3,R,2018
95,Charlie St. Cloud,6.0,PG-13,2010
95,Chimpanzee,6.9,G,2012
95,Draft Day,7.0,R,2014
95,Moonlight,7.7,R,2016
95,Victoria and Abdul,6.8,PG-13,2017
95,The Hate U Give,6.9,,2018
96,Arthur,5.7,PG-13,2011
96,The Five-Year Engagement,6.3,R,2012
96,The World's End,7.1,R,2013
96,In the Heart of the Sea,7.0,PG-13,2015
96,The Witch,6.8,R,2016
96,Rough Night,5.2,R,2017
96,Teen Titans Go! To the Movies,6.8,PG,2018
97,How Do You Know,5.3,PG-13,2010
97,The Debt,6.9,R,2011
97,Cloud Atlas,7.7,R,2012
97,21 and Over,5.7,R,2013
97,The Best of Me,6.6,PG-13,2014
97,The Gallows,4.3,R,2015
97,Bridget Jones's Baby,6.9,R,2016
97,My Little Pony: The Movie,7.0,PG,2017
97,Molly's Game,7.6,R,2018
98,Daybreakers,6.6,PG-13,2010
98,One for the Money,5.1,PG-13,2012
98,Hitman Agent 47,5.8,R,2015
98,Kevin Hart: What Now?,5.7,R,2016
98,Leap!,6.8,PG,2017
98,Searching,7.9,,2018
99,The Mechanic,6.5,R,2011
99,Alex Cross,4.9,R,2012
99,Don Jon,6.8,R,2013
99,A Walk Among the Tombstones,6.7,R,2014
99,Project Almanac,6.3,PG-13,2015
99,Whiskey Tango Foxtrot,6.6,R,2016
99,The Disaster Artist,8.0,R,2017
99,Winchester,5.4,PG-13,2018
100,The Switch,5.9,PG-13,2010
100,Katy Perry: Part of Me,4.8,PG,2012
100,Black or White,6.4,PG-13,2015
100,Snowden,7.4,R,2016
100,Sleepless,5.6,R,2017
100,The Strangers: Prey at Night,5.7,R,2018
